Question de recherche,Sous-question de recherche,Groupe de population,Indicator,Sous-ensemble de donnée,Sanmatenga,Loroum,Yatenga,Mouhoun,Komonjdjari,Bam,Kossi,Gourma,Nayala,Yagha,Soum,Oudalan,Sourou,Kompienga,Banwa,Gnagna,Namentenga,Zondoma,Tapoa,Bale,Passore
Sécurité alimentaire,Revenus,"Troisième source de revenu: Pêche/Chasse/cueillette et vente des produits de la pêche/chasse/cueillette (miel, gibier, champignons, chenilles)",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA,0,NA,1,1,1,NA,0,NA,NA
Sécurité alimentaire,Revenus,Troisième source de revenu: Petit commerce,Sous-ensemble de donnée,13,19,14,4,6,13,14,14,14,11,12,4,10,5,7,13,13,14,3,7,10,4
Sécurité alimentaire,Revenus,"Troisième source de revenu: Petits métiers (menuisier, maçons, plombier, tailleur etc.))",Sous-ensemble de donnée,3,3,4,5,9,5,4,9,5,4,13,4,1,6,1,6,4,8,2,4,9,4
Sécurité alimentaire,Revenus,Troisième source de revenu: Propriétaires terriens (vente ou location de terres ou logement),Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sécurité alimentaire,Revenus,Troisième source de revenu: Transferts d'argent/Aides/Dons sociaux (fait par la communauté/famille et/ou des tierces personnes)/Aides/Dons humanitaire (fait par l’Etat ou des organisations)/Mendicité/Emprunts/Dettes,Sous-ensemble de donnée,8,2,8,9,7,8,0,3,5,3,4,14,6,3,8,2,1,3,14,5,1,7
Sécurité alimentaire,Revenus,Troisième source de revenu: Transformation produits naturels/Exploitation/vente de la production minière,Sous-ensemble de donnée,1,2,2,6,3,0,7,0,NA,1,5,1,1,NA,NA,NA,9,2,5,NA,5,6
Sécurité alimentaire,Revenus,"Troisième source de revenu: Transport (chauffeur, activités connexes)",Sous-ensemble de donnée,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,1
Sécurité alimentaire,Revenus,Troisième source de revenu: Travail journalier rémunéré agricole (en nature ou en espèces),Sous-ensemble de donnée,0,1,0,0,1,2,0,2,NA,NA,4,2,5,4,NA,5,1,NA,NA,NA,NA,NA
Sécurité alimentaire,Revenus,Troisième source de revenu: Travail journalier rémunéré non agricole,Sous-ensemble de donnée,5,3,3,1,3,4,4,2,3,4,5,1,7,4,7,4,NA,0,NA,6,1,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Achats (marché, boutique)",NA,77,52,49,52,34,53,56,44,46,19,83,56,80,43,45,34,54,61,53,54,23,40
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",NA,14,26,5,4,NA,6,20,1,2,NA,1,33,10,3,NA,NA,3,11,NA,0,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Chasse/cueillette/pêche/collecte",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Dons d’amis/de voisins/parents",NA,1,0,2,1,4,1,0,1,1,NA,3,3,2,2,10,NA,1,1,1,3,NA,1
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Echanges d’aliments contre du travail ou biens",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Emprunt, (crédit  de la boutique)",NA,1,NA,0,NA,NA,2,NA,NA,NA,NA,1,1,3,NA,1,NA,1,0,NA,0,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Je ne sais pas / préfère ne pas répondre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des céréales, racines et tubercules: Propre production (cultivation, jardin, etc)",NA,7,22,43,43,63,39,24,54,51,81,12,7,5,51,44,66,41,27,47,43,77,59
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des épices/condiments: Achats (marché, boutique)",Sous-ensemble de donnée,99,99,95,100,98,94,99,99,98,99,99,98,96,97,86,99,90,98,99,95,97,100
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des épices/condiments: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,1,1,1,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des épices/condiments: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,10,NA,NA,2,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des épices/condiments: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,0,0,0,0,1,1,0,0,0,NA,1,0,1,0,4,NA,NA,0,1,2,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des épices/condiments: Echanges d’aliments contre du travail ou biens,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des épices/condiments: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,0,NA,1,0,NA,3,NA,0,0,NA,NA,1,3,0,1,NA,NA,NA,NA,NA,NA,0
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des épices/condiments: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,NA,0,3,0,1,1,0,NA,1,1,NA,NA,NA,2,7,1,1,2,1,2,3,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des fruits: Achats (marché, boutique)",Sous-ensemble de donnée,98,88,90,70,26,45,85,38,54,5,87,72,95,55,27,48,40,82,66,23,52,56
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des fruits: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des fruits: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,2,12,6,29,67,40,11,52,43,83,NA,5,NA,39,69,50,52,15,27,76,36,44
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des fruits: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,NA,NA,NA,NA,NA,12,NA,3,3,6,6,NA,2,6,2,1,8,NA,NA,1,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des fruits: Echanges d’aliments contre du travail ou biens,Sous-ensemble de donnée,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des fruits: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des fruits: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,NA,NA,5,2,4,4,4,7,NA,5,7,20,1,NA,2,1,NA,3,8,NA,12,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Achats (marché, boutique)",Sous-ensemble de donnée,82,77,96,95,90,87,79,88,95,94,96,68,89,93,79,92,96,90,98,87,85,98
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,16,23,3,3,NA,5,19,2,2,NA,1,27,6,2,1,NA,4,7,1,0,NA,2
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Chasse/cueillette/pêche/collecte",Sous-ensemble de donnée,NA,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5,4,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Dons d’amis/de voisins/parents",Sous-ensemble de donnée,2,0,0,0,1,1,1,0,0,NA,2,2,1,0,2,NA,NA,1,NA,0,0,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,0,3,1,NA,1,NA,1,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Je ne sais pas / préfère ne pas répondre",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des huile, gras et beurre: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,NA,NA,1,0,8,6,1,10,2,6,NA,1,1,4,5,7,NA,1,1,6,11,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumes et feuilles vertes: Achats (marché, boutique)",Sous-ensemble de donnée,80,80,44,53,67,51,78,66,53,80,72,79,87,45,47,49,63,71,53,47,71,26
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumes et feuilles vertes: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,NA,1,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des légumes et feuilles vertes: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,12,11,21,25,17,48,13,18,42,7,4,13,7,33,42,21,34,2,28,50,2,50
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des légumes et feuilles vertes: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,1,0,3,5,2,1,NA,8,2,2,5,0,NA,2,3,1,NA,1,NA,1,NA,1
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumes et feuilles vertes: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumes et feuilles vertes: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,8,9,32,17,14,1,9,8,3,12,18,8,6,20,7,29,2,26,18,2,27,24
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumineuses/noix: Achats (marché, boutique)",Sous-ensemble de donnée,71,63,46,41,48,59,62,68,64,41,87,47,82,64,69,54,76,55,31,75,44,36
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumineuses/noix: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,21,21,6,6,NA,6,20,3,3,NA,3,40,9,3,NA,NA,4,10,NA,2,NA,1
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des légumineuses/noix: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,NA,NA,NA,NA,NA,2,NA,2,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des légumineuses/noix: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,4,0,1,1,1,2,0,1,1,NA,4,5,7,0,2,NA,NA,1,1,1,NA,1
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des légumineuses/noix: Echanges d’aliments contre du travail ou biens,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumineuses/noix: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,NA,NA,0,NA,NA,1,NA,0,NA,NA,1,NA,0,NA,4,NA,NA,0,1,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des légumineuses/noix: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,5,16,47,52,50,30,18,25,33,59,5,7,1,31,23,46,19,34,67,20,56,63
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des sucre ou produits sucrés: Achats (marché, boutique)",Sous-ensemble de donnée,95,97,98,100,100,91,99,99,96,98,94,97,98,97,85,99,100,98,100,96,100,100
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des sucre ou produits sucrés: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,3,2,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,0,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des sucre ou produits sucrés: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des sucre ou produits sucrés: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,1,1,0,NA,NA,4,1,1,4,NA,4,0,0,1,6,1,NA,1,NA,3,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition des sucre ou produits sucrés: Echanges d’aliments contre du travail ou biens,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des sucre ou produits sucrés: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,0,NA,1,NA,NA,NA,NA,0,NA,1,1,2,2,NA,1,NA,NA,1,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des sucre ou produits sucrés: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,1,NA,NA,0,NA,1,0,NA,NA,1,NA,NA,NA,1,5,1,NA,NA,NA,1,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Achats (marché, boutique)",Sous-ensemble de donnée,98,94,67,83,89,81,96,96,76,83,89,89,56,92,87,91,82,90,95,76,86,74
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,1,0,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Autre (à préciser)",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Chasse/cueillette/pêche/collecte",Sous-ensemble de donnée,NA,3,0,9,1,2,NA,1,3,NA,1,1,NA,1,5,2,5,1,NA,6,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Dons d’amis/de voisins/parents",Sous-ensemble de donnée,1,0,6,0,1,6,1,1,2,NA,9,4,8,1,7,2,2,0,NA,11,NA,21
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition des viande, poisson et oeufs: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,0,2,27,8,8,10,4,2,16,17,2,5,36,6,2,4,11,8,5,6,13,5
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition du lait et autres produits laitiers: Achats (marché, boutique)",Sous-ensemble de donnée,77,92,86,90,94,37,88,92,56,100,80,78,76,96,57,88,77,86,100,73,82,89
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition du lait et autres produits laitiers: Aides alimentaires de la société civile, d’ONG, du gouvernement, du PAM, etc.",Sous-ensemble de donnée,NA,6,0,NA,NA,NA,3,0,NA,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition du lait et autres produits laitiers: Chasse/cueillette/pêche/collecte,Sous-ensemble de donnée,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition du lait et autres produits laitiers: Dons d’amis/de voisins/parents,Sous-ensemble de donnée,1,3,1,0,NA,11,0,2,8,NA,4,2,2,4,9,2,4,NA,NA,4,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition du lait et autres produits laitiers: Emprunt, (crédit  de la boutique)",Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,Moyens d’acquisition du lait et autres produits laitiers: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Food consumption score,"Moyens d’acquisition du lait et autres produits laitiers: Propre production (cultivation, jardin, etc)",Sous-ensemble de donnée,23,NA,12,8,6,50,8,4,36,NA,16,13,20,NA,34,11,20,13,NA,23,11,11
Sécurité alimentaire,Household hunger scale,Aucune nourriture dans le ménage à un moment durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Aucune nourriture dans le ménage à un moment durant les 30 derniers jours: Non,NA,69,93,93,88,77,76,94,84,73,72,55,73,60,89,71,93,62,93,84,68,87,85
Sécurité alimentaire,Household hunger scale,Aucune nourriture dans le ménage à un moment durant les 30 derniers jours: Oui,NA,31,7,7,12,23,24,6,16,27,28,44,27,40,11,29,7,38,7,16,32,13,15
Sécurité alimentaire,Household hunger scale,Dormir affamé à un moment durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Dormir affamé à un moment durant les 30 derniers jours: Non,NA,63,90,86,86,77,81,93,85,77,70,61,68,58,87,63,89,81,87,83,76,88,76
Sécurité alimentaire,Household hunger scale,Dormir affamé à un moment durant les 30 derniers jours: Oui,NA,37,10,14,14,23,19,7,15,23,30,39,32,42,13,37,11,19,13,17,24,12,24
Sécurité alimentaire,Household hunger scale,Nombre de fois aucune nourriture durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Nombre de fois aucune nourriture durant les 30 derniers jours: Parfois (3 à 10 fois),Sous-ensemble de donnée,33,27,41,29,48,17,23,45,33,47,37,25,34,29,55,50,18,37,19,27,16,46
Sécurité alimentaire,Household hunger scale,Nombre de fois aucune nourriture durant les 30 derniers jours: Rarement (1 à 2 fois),Sous-ensemble de donnée,67,73,47,70,49,83,77,53,64,51,58,73,66,52,45,50,82,63,81,73,84,54
Sécurité alimentaire,Household hunger scale,Nombre de fois aucune nourriture durant les 30 derniers jours: Souvent (plus que 10 fois),Sous-ensemble de donnée,NA,1,12,0,3,NA,NA,2,2,NA,5,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Nombre de fois dormir affamé durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Nombre de fois dormir affamé durant les 30 derniers jours: Parfois (3 à 10 fois),Sous-ensemble de donnée,38,46,25,26,39,10,18,45,23,39,36,33,42,49,53,30,12,40,39,26,10,43
Sécurité alimentaire,Household hunger scale,Nombre de fois dormir affamé durant les 30 derniers jours: Rarement (1 à 2 fois),Sous-ensemble de donnée,62,54,73,74,61,90,82,52,75,57,61,65,58,34,47,64,88,60,61,74,90,57
Sécurité alimentaire,Household hunger scale,Nombre de fois dormir affamé durant les 30 derniers jours: Souvent (plus que 10 fois),Sous-ensemble de donnée,0,NA,2,0,NA,NA,NA,3,3,4,3,2,NA,14,NA,6,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Nombre de fois où un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Nombre de fois où un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture durant les 30 derniers jours: Parfois (3 à 10 fois),Sous-ensemble de donnée,29,7,21,14,24,1,50,44,22,44,12,34,10,57,38,33,NA,19,6,0,44,30
Sécurité alimentaire,Household hunger scale,Nombre de fois où un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture durant les 30 derniers jours: Rarement (1 à 2 fois),Sous-ensemble de donnée,70,93,72,86,76,99,50,55,78,56,80,66,90,28,62,55,100,81,94,100,56,70
Sécurité alimentaire,Household hunger scale,Nombre de fois où un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture durant les 30 derniers jours: Souvent (plus que 10 fois),Sous-ensemble de donnée,1,NA,7,NA,NA,NA,NA,1,NA,NA,7,NA,NA,15,NA,12,NA,NA,NA,NA,NA,NA
Sécurité alimentaire,Household hunger scale,Un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture à un moment durant les 30 derniers jours: Je ne sais pas / préfère ne pas répondre,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA
Sécurité alimentaire,Household hunger scale,Un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture à un moment durant les 30 derniers jours: Non,NA,89,97,93,92,91,91,99,90,89,82,83,93,92,92,88,94,92,94,91,91,96,93
Sécurité alimentaire,Household hunger scale,Un membre du ménage a passé 24 heures sans rien manger dû au manque de nourriture à un moment durant les 30 derniers jours: Oui,NA,11,3,7,8,9,9,1,10,10,18,17,7,8,8,12,6,8,3,9,9,4,7
Sécurité alimentaire,Agriculture,Pratique optimale de l’agriculture: Non,NA,55,40,86,52,31,48,32,39,44,32,41,87,53,45,57,28,23,20,65,47,36,72
Sécurité alimentaire,Agriculture,Pratique optimale de l’agriculture: Non pertinent / non applicable (le ménage ne pratique pas l'agriculture),NA,4,2,6,6,9,6,1,5,5,5,1,1,8,8,11,12,1,2,3,3,6,1
Sécurité alimentaire,Agriculture,Pratique optimale de l’agriculture: Oui,NA,41,58,8,42,59,46,66,56,52,63,58,12,39,47,32,59,76,78,31,50,59,27
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Autre (à préciser),Sous-ensemble de donnée,4,0,2,2,2,2,0,1,0,0,2,0,0,2,0,0,0,0,0,1,4,0
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Inondation,Sous-ensemble de donnée,0,0,0,0,16,0,16,6,5,6,11,0,5,1,0,12,16,0,1,0,2,1
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Insécurité lors de la culture ou la récolte,Sous-ensemble de donnée,19,21,84,20,0,54,25,4,31,0,43,72,35,27,21,0,1,3,1,16,0,0
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Jamais cultivé / Autres sources de revenu,Sous-ensemble de donnée,15,21,1,8,2,10,13,6,0,4,6,1,6,1,4,0,3,4,4,2,1,0
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,1,0,0
Sécurité alimentaire,Agriculture,Raison pratique non-optimale de l’agriculture: Manque / Insuffisance de main d’œuvre,Sous-ensemble de donnée,6,12,11,12,16,17,7,9,28,22,14,4,7,10,29,17,9,9,14,21,31,31
